SYMBOL,SECTOR
SOTAC,Healthcare
SOTL,Basic Materials
SOUTHBANK,Financial Services
SOUTHWEST,Energy
SPAL,Consumer Cyclical
SPANDANA,Financial Services
SPARC,Healthcare
SPCENET,Financial Services
SPECIALITY,Consumer Cyclical
SPECTRUM,Industrials
SPECTSTM,Services
SPENCERS,Consumer Cyclical
SPIC,Basic Materials
SPLIL,Consumer Cyclical
SPLPETRO,Basic Materials
SPMLINFRA,Industrials
SPORTKING,Consumer Cyclical
SPYL,Consumer Cyclical
SREEL,Consumer Cyclical
SRF,Basic Materials
SRGHFL,Financial Services
SRHHYPOLTD,Basic Materials
SRIVASAVI,Industrials
SRPL,Consumer Defensive
SSFL,Consumer Cyclical
SSWL,Consumer Cyclical
STAR,Healthcare
STARCEMENT,Basic Materials
STARHEALTH,Financial Services
STARPAPER,Basic Materials
STARTECK,Financial Services
STCINDIA,Industrials
STEELCAS,Basic Materials
STEELCITY,Financial Services
STEELXIND,Basic Materials
STEL,Consumer Defensive
STERTOOLS,Industrials
STLTECH,Industrials
STOVEKRAFT,Consumer Cyclical
STYLAMIND,Consumer Cyclical
STYRENIX,Basic Materials
SUBEXLTD,Technology
SUBROS,Consumer Cyclical
SUDARSCHEM,Basic Materials
SUKHJITS,Basic Materials
SULA,Consumer Defensive
SUMICHEM,Basic Materials
SUMIT,Real Estate
SUMMITSEC,Financial Services
SUNCLAY,Industrials
SUNDARAM,Basic Materials
SUNDARMFIN,Financial Services
SUNDARMHLD,Industrials
SUNDRMBRAK,Consumer Cyclical
SUNDRMFAST,Consumer Cyclical
SUNFLAG,Basic Materials
SUNPHARMA,Healthcare
SUNREST,Healthcare
SUNTECK,Real Estate
SUNTV,Communication Services
SUPERHOUSE,Consumer Cyclical
SUPERSPIN,Consumer Cyclical
SUPRAJIT,Consumer Cyclical
SUPREMEENG,Basic Materials
SUPREMEIND,Industrials
SUPREMEINF,Industrials
SUPREMEPWR,Industrials
SUPRIYA,Healthcare
SURAJEST,Real Estate
SURANASOL,Technology
SURANAT&P,Utilities
SURANI,Industrials
SURYALAXMI,Consumer Cyclical
SURYAROSNI,Basic Materials
SURYODAY,Financial Services
SUTLEJTEX,Consumer Cyclical
SUULD,Consumer Cyclical
SUVEN,Healthcare
SUVENPHAR,Healthcare
SUVIDHAA,Technology
SUZLON,Industrials
SVLL,Industrials
SVPGLOB,Consumer Cyclical
SWANENERGY,Consumer Cyclical
SWARAJ,Consumer Cyclical
SWARAJENG,Consumer Cyclical
SWASTIK,Industrials
SWELECTES,Technology
SWSOLAR,Technology
SYMPHONY,Consumer Cyclical
SYNCOMF,Healthcare
SYNGENE,Healthcare
SYNOPTICS,Technology
SYRMA,Technology
SYSTANGO,Technology
TAINWALCHM,Basic Materials
TAJGVK,Consumer Cyclical
TAKE,Healthcare
TALBROAUTO,Consumer Cyclical
TANLA,Technology
TAPIFRUIT,Consumer Cyclical
TARACHAND,Services
TARAPUR,Industrials
TARC,Real Estate
TARMAT,Industrials
TARSONS,Healthcare
TASTYBITE,Consumer Defensive
TATACHEM,Basic Materials
TATACOMM,Communication Services
TATACONSUM,Consumer Defensive
TATAELXSI,Technology
TATAGOLD,Financial Services
TATAINVEST,Financial Services
TATAMETALI,Basic Materials
TATAMOTORS,Consumer Cyclical
TATAMTRDVR,Consumer Cyclical
TATAPOWER,Utilities
TATASTEEL,Basic Materials
TATATECH,Technology
TATSILV,Financial Services
TATVA,Basic Materials
TBZ,Consumer Cyclical
TCI,Industrials
TCIEXP,Industrials
TCLCONS,Industrials
TCNSBRANDS,Consumer Cyclical
TCPLPACK,Consumer Cyclical
TCS,Technology
TDPOWERSYS,Industrials
TEAMLEASE,Industrials
TECH,Financial Services
TECHIN,Real Estate
TECHLABS,Technology
TECHM,Technology
TECHNOE,Industrials
TECILCHEM,Financial Services
TEGA,Industrials
TEJASNET,Technology
TEMBO,Industrials
TERASOFT,Technology
TEXINFRA,Real Estate
TEXMOPIPES,Industrials
TEXRAIL,Industrials
TFCILTD,Financial Services
TFL,Financial Services
TGBHOTELS,Consumer Cyclical
THANGAMAYL,Consumer Cyclical
THEINVEST,Financial Services
THEJO,Industrials
THEMISMED,Healthcare
THERMAX,Industrials
THOMASCOOK,Consumer Cyclical
THOMASCOTT,Consumer Cyclical
THYROCARE,Healthcare
TI,Consumer Defensive
TIDEWATER,Basic Materials
TIIL,Industrials
TIINDIA,Industrials
TIJARIA,Industrials
TIL,Industrials
TIMESGTY,Financial Services
TIMETECHNO,Consumer Cyclical
TIMKEN,Industrials
TINPLATE,Basic Materials
TIPSFILMS,Communication Services
TIPSINDLTD,Communication Services
TIRUMALCHM,Basic Materials
TIRUPATIFL,Industrials
TITAGARH,Industrials
TITAN,Consumer Cyclical
TMB,Financial Services
TNIDETF,Financial Services
TNPETRO,Basic Materials
TNPL,Basic Materials
TNTELE,Technology
TOKYOPLAST,Consumer Cyclical
TORNTPHARM,Healthcare
TORNTPOWER,Utilities
TOTAL,Industrials
TOUCHWOOD,Communication Services
TPHQ,Industrials
TPLPLASTEH,Consumer Cyclical
TRACXN,Technology
TRANSTEEL,Consumer Cyclical
TREEHOUSE,Consumer Defensive
TREJHARA,Technology
TREL,Real Estate
TRENT,Consumer Cyclical
TRF,Industrials
TRIDENT,Consumer Cyclical
TRIDHYA,Services
TRIGYN,Technology
TRIL,Industrials
TRITURBINE,Industrials
TRIVENI,Consumer Defensive
TRU,Financial Services
TTKHLTCARE,Healthcare
TTKPRESTIG,Consumer Cyclical
TTL,Consumer Cyclical
TTML,Communication Services
TV18BRDCST,Communication Services
TVSELECT,Technology
TVSMOTOR,Consumer Cyclical
TVSSCS,Industrials
TVSSRICHAK,Consumer Cyclical
TVTODAY,Communication Services
TVVISION,Communication Services
UBL,Consumer Defensive
UCAL,Consumer Cyclical
UCOBANK,Financial Services
UDS,Industrials
UFLEX,Consumer Cyclical
UFO,Communication Services
UGARSUGAR,Consumer Defensive
UJJIVAN,Financial Services
UJJIVANSFB,Financial Services
ULTRACEMCO,Basic Materials
UMA,Industrials
UMAEXPORTS,Consumer Defensive
UMANGDAIRY,Consumer Defensive
UMESLTD,Consumer Defensive
UNICHEMLAB,Healthcare
UNIDT,Energy
UNIENTER,Basic Materials
UNIHEALTH,Healthcare
UNIINFO,Communication Services
UNIONBANK,Financial Services
UNIPARTS,Industrials
UNITECH,Real Estate
UNITEDPOLY,Consumer Cyclical
UNITEDTEA,Consumer Defensive
UNIVAFOODS,Financial Services
UNIVASTU,Industrials
UNIVCABLES,Industrials
UNIVPHOTO,Healthcare
UNOMINDA,Consumer Cyclical
UPL,Basic Materials
URAVI,Consumer Cyclical
URBAN,Utilities
URJA,Technology
USASEEDS,Consumer Defensive
USHAMART,Basic Materials
USK,Industrials
UTIAMC,Financial Services
UTIBANKETF,Financial Services
UTINEXT50,Financial Services
UTINIFTETF,Financial Services
UTISENSETF,Financial Services
UTISXN50,Financial Services
UTKARSHBNK,Financial Services
UTTAMSUGAR,Consumer Defensive
V2RETAIL,Consumer Cyclical
VADILALIND,Consumer Defensive
VAIBHAVGBL,Consumer Cyclical
VAISHALI,Healthcare
VAKRANGEE,Technology
VALIANTLAB,Healthcare
VALIANTORG,Basic Materials
VARDHACRLC,Consumer Cyclical
VARDMNPOLY,Consumer Cyclical
VARROC,Consumer Cyclical
VASA,Consumer Cyclical
VASCONEQ,Industrials
VASWANI,Basic Materials
VBL,Consumer Defensive
VCL,Consumer Cyclical
VEDL,Basic Materials
VEEKAYEM,Consumer Cyclical
VELS,Consumer Cyclical
VENKEYS,Consumer Defensive
VENUSPIPES,Basic Materials
VENUSREM,Healthcare
VERANDA,Consumer Defensive
VERTEXPLUS,Technology
VERTOZ,Communication Services
VESUVIUS,Industrials
VETO,Industrials
VGUARD,Industrials
VHL,Financial Services
VIAZ,Consumer Cyclical
VIDHIING,Basic Materials
VIJAYA,Healthcare
VIJIFIN,Financial Services
VIKASECO,Basic Materials
VIKASLIFE,Consumer Defensive
VIMTALABS,Healthcare
VINATIORGA,Basic Materials
VINDHYATEL,Industrials
VINEETLAB,Basic Materials
VINNY,Consumer Cyclical
VINSYS,Consumer Cyclical
VINYAS,Industrials
VINYLINDIA,Basic Materials
VIPCLOTHNG,Consumer Cyclical
VIPIND,Consumer Cyclical
VIPULLTD,Real Estate
VIRINCHI,Technology
VISAKAIND,Industrials
VISESHINFO,Technology
VISHNU,Basic Materials
VISHNUINFR,Chemicals
VISHWARAJ,Consumer Defensive
VITAL,Chemicals
VIVIANA,Industrials
VIVIDHA,Consumer Cyclical
VLEGOV,Industrials
VLSFINANCE,Financial Services
VMARCIND,Industrials
VMART,Consumer Cyclical
VOLTAMP,Industrials
VOLTAS,Industrials
VPRPL,Industrials
VRLLOG,Industrials
VSCL,Chemicals
VSSL,Basic Materials
VSTIND,Consumer Defensive
VSTTILLERS,Industrials
VTL,Consumer Cyclical
WABAG,Industrials
WALCHANNAG,Industrials
WALPAR,Healthcare
WANBURY,Healthcare
WEALTH,Financial Services
WEBELSOLAR,Technology
WEIZMANIND,Consumer Cyclical
WEL,Consumer Cyclical
WELCORP,Basic Materials
WELENT,Industrials
WELINV,Financial Services
WELSPUNLIV,Consumer Cyclical
WENDT,Industrials
WESTLIFE,Consumer Cyclical
WEWIN,Technology
WHEELS,Consumer Cyclical
WHIRLPOOL,Consumer Cyclical
WILLAMAGOR,Financial Services
WINDLAS,Healthcare
WINDMACHIN,Industrials
WINSOME,Consumer Cyclical
WIPL,Basic Materials
WIPRO,Technology
WOCKPHARMA,Healthcare
WOMANCART,Consumer Cyclical
WONDERLA,Consumer Cyclical
WORTH,Industrials
WSI,Industrials
WSTCSTPAPR,Basic Materials
XCHANGING,Technology
XELPMOC,Technology
XPROINDIA,Basic Materials
YAARI,Financial Services
YASHO,Basic Materials
YATHARTH,Healthcare
YATRA,Consumer Cyclical
YCCL,Chemicals
YESBANK,Financial Services
YUDIZ,Technology
YUKEN,Industrials
ZAGGLE,Technology
ZEAL,Services
ZEEL,Communication Services
ZEELEARN,Consumer Defensive
ZEEMEDIA,Communication Services
ZENITHEXPO,Consumer Cyclical
ZENITHSTL,Basic Materials
ZENSARTECH,Technology
ZENTEC,Industrials
ZFCVINDIA,Consumer Cyclical
ZIMLAB,Healthcare
ZODIAC,Industrials
ZODIACLOTH,Consumer Cyclical
ZOMATO,Consumer Cyclical
ZOTA,Healthcare
ZUARI,Basic Materials
ZUARIIND,Industrials
ZYDUSLIFE,Healthcare
ZYDUSWELL,Consumer Defensive
BRITANNIA,Consumer Defensive
CHOLAFIN,Financial Services
CREDITACC,Financial Services
DHANILOANS,Financial Services
ECLFINANCE,Financial Services
HCLTECH,Technology
HUDCO,Financial Services
IBUCCREDIT,Financial Services
IBULHSG,Financial Services
IBULHSGFIN,Financial Services
IFCI,Financial Services
IIFL,Financial Services
IIFLSAMFIN,Financial Services
IIHFL,Financial Services
IMC1,Services
INCREDFIN,Financial Services
INDIGRID,Utilities
INFIBEAM,Technology
IREDA,Financial Services
IRFC,Financial Services
L&TFIN,Financial Services
M&MFIN,Financial Services
NABARD,Financial Services
NAVIFIN,Financial Services
NHAI,Infrastructure
NHIT,Infrastructure
NHPC,Utilities
NTPC,Utilities
PCHFL,Financial Services
PEL,Financial Services
PFC,Financial Services
RADIOCITY,Communication Services
RECLTD,Financial Services
SHAREINDIA,Financial Services
SHRIRAMFIN,Financial Services
TATACAP,Financial Services
TATACAPHSG,Financial Services
TVSHLTD,Consumer Cyclical
UGROCAP,Financial Services
